"# @inbook{heinrich1995x, author={Heinrich, Kurt F J}, chapter={{An Evaluation of Electron Probe Methods}}, title={{X-Ray Spectrometry in Electron Beam Instruments}}, editor={Goldstein, Joseph and Newbury, Dale E and Williams, David B}, year={1995}, publisher={Plenum Press} }",,,,,,,,,
"# Scanned from Heinrich's original manuscript by John Fournelle and digitized by Aurelien Moy - May 2020",,,,,,,,,
"# Item 909 is missing from both the author's manuscript and the published document",,,,,,,,,
"# The sources of data used in the compilation are as follows:",,,,,,,,,
"# 1. Bastin’s measurements of borides: G. F. Bastin and H. J. M. Heijligers, Report ISBN 90-68 19-006—7 CIP, University for Physical Chemistry, Eindhoven, Netherlands.",,,,,,,,,
"# 2. Goldstein et al. measurements: J. I. Goldstein, F. J. Majeske, and H. Yakowitz, Adv. X-Ray Anal. 10, 431 (1967).",,,,,,,,,
"# 3. J. Colby and D. K. Conley’s measurements: J. Colby and D. K. Conley, in: X-Ray Optics and Microanalysis, (Castaing et al., eds.), Hermann, Paris, p. 263 (1966).",,,,,,,,,
"# 4. NBS 1 measurements: K. F. J. Heinrich et al., NBS Special Publication 260—28 (1971).",,,,,,,,,
"# 5. Pouchou’s compilation: J.-L. Pouchou, in: Electron Probe Quantitation (K. F. J. Heinrich and D. E. Newbury, eds.) Plenum, New York, p. 64 (1991).",,,,,,,,,
"# 6. Sewell et al. compilation: D. A. Sewell, G. Love and V. D. Scott, J. Phys. D: Appl. Phys. 18, 1245 (1985).",,,,,,,,,
"# 7. Bastin Data Basis: personal communication (1990).",,,,,,,,,
"# 8. NBS 2 measurements: R. Marinenko (NBS) and Hiroyoshi Konuma (Jap. Nat. Res. Inst. of Police Science, Tokyo), 1986 (unpublished).",,,,,,,,,
"# 9. P. F. Hlava’s (Sandia) measurements: personal communication. See also: A. D. Romig Jr. et al., in: Microbeam Analysis—1987 (R. H. Geiss, ed.) San Francisco Press, San Francisco, p. 15 (1987)",,,,,,,,,
"# 10. Schreiber’s measurements: T. P. Schreiber and R. A. Waldo, in: Proceedings of ICXOM11, (J.D. Brown and R. H. Packwood, eds.), U. London, Ontario, Canada, p.265 (1986).",,,,,,,,,
"# 11. Bastin compilation 2: personal communication (1990)",,,,,,,,,
"# Line: Ka=1, Kb=2, La1=3, Lb1=4, Ma1=8, Mb1=9",,,,,,,,,
"# Items 857 to 860 appear to be in error by a factor of 0.1 in Heinrich's document. Otherwise the data seems reliable.",,,,,,,,,
Item,Line,Z1,Z2,C1,E0,Ec,TOA,Kexp,Origin
1240,4,47,79,0.5993,48500,3524,52.5,0.34,4
1241,4,47,79,0.7758,15000,3524,52.5,0.742,4
1242,4,47,79,0.7758,20000,3524,52.5,0.7,4
1243,4,47,79,0.7758,30000,3524,52.5,0.645,4
1244,4,47,79,0.7758,40000,3524,52.5,0.574,4
1245,4,47,79,0.7758,48500,3524,52.5,0.542,4
1246,3,48,12,0.55,30000,3538,52.5,0.454,7
1247,3,48,12,0.72,30000,3538,52.5,0.639,7
1248,3,48,16,0.778,10000,3538,20,0.671,7
1249,3,48,16,0.778,20000,3538,20,0.665,7
1250,3,48,16,0.778,30000,3538,20,0.643,7
1251,3,49,15,0.787,10000,3730,20,0.718,7
1252,3,49,15,0.787,15000,3730,20,0.717,7
1253,3,49,15,0.787,20000,3730,20,0.709,7
1254,3,49,15,0.787,25000,3730,20,0.691,7
1255,3,49,15,0.787,30000,3730,20,0.677,7
1256,3,49,15,0.787,35000,3730,20,0.674,7
1257,3,49,33,0.605,10000,3730,20,0.569,7
1258,3,49,33,0.605,15000,3730,20,0.563,7
1259,3,49,33,0.605,20000,3730,20,0.539,7
1260,3,49,33,0.605,25000,3730,20,0.521,7
1261,3,49,33,0.605,30000,3730,20,0.498,7
1262,3,49,33,0.605,35000,3730,20,0.5,7
1263,3,49,51,0.485,10000,3730,20,0.492,7
1264,3,49,51,0.485,20000,3730,20,0.499,7
1265,3,49,51,0.485,30000,3730,20,0.494,7
1266,3,50,26,0.68,20000,3929,40,0.6586,7
1267,3,50,26,0.8095,20000,3929,40,0.7872,7
1268,3,50,28,0.5741,20000,3929,40,0.5162,7
1269,3,51,25,0.526,10000,4132,20,0.498,7
1270,3,51,25,0.526,15000,4132,20,0.53,7
1271,3,51,25,0.526,20000,4132,20,0.534,7
1272,3,51,25,0.526,25000,4132,20,0.551,7
1273,3,51,25,0.526,30000,4132,20,0.574,7
1274,3,51,25,0.526,35000,4132,20,0.579,7
1275,3,51,31,0.636,10000,4132,20,0.599,7
1276,3,51,31,0.636,15000,4132,20,0.598,7
1277,3,51,31,0.636,20000,4132,20,0.594,7
1278,3,51,31,0.636,25000,4132,20,0.58,7
1279,3,51,31,0.636,30000,4132,20,0.571,7
1280,3,51,31,0.636,35000,4132,20,0.571,7
1281,3,51,49,0.515,10000,4132,20,0.53,7
1282,3,51,49,0.515,20000,4132,20,0.541,7
1283,3,51,49,0.515,30000,4132,20,0.543,7
1284,3,51,83,0.0277,10000,4132,52.5,0.0277,5
1285,3,51,83,0.0277,15000,4132,52.5,0.024,5
1286,3,51,83,0.0277,20000,4132,52.5,0.021,5
1287,3,51,83,0.0502,10000,4132,52.5,0.0502,5
1288,3,51,83,0.0502,15000,4132,52.5,0.0437,5
1289,3,51,83,0.0502,20000,4132,52.5,0.0382,5
1290,3,51,83,0.0502,25000,4132,52.5,0.034,5
1291,3,51,83,0.0502,30000,4132,52.5,0.0306,5
1292,3,51,83,0.1058,10000,4132,52.5,0.1058,5
1293,3,51,83,0.1058,15000,4132,52.5,0.0928,5
1294,3,51,83,0.1058,20000,4132,52.5,0.0817,5
1295,3,51,83,0.1058,25000,4132,52.5,0.0731,5
1296,3,51,83,0.1058,30000,4132,52.5,0.0659,5
1297,3,51,83,0.1664,10000,4132,52.5,0.1664,5
1298,3,51,83,0.1664,15000,4132,52.5,0.1471,5
1299,3,51,83,0.1664,20000,4132,52.5,0.1305,5
1300,3,51,83,0.1664,25000,4132,52.5,0.1174,5
1301,3,51,83,0.1664,30000,4132,52.5,0.1064,5
1302,3,51,83,0.313,10000,4132,52.5,0.313,5
1303,3,51,83,0.313,15000,4132,52.5,0.2825,5
1304,3,51,83,0.313,20000,4132,52.5,0.2552,5
1305,3,51,83,0.313,25000,4132,52.5,0.233,5
1306,3,51,83,0.313,30000,4132,52.5,0.2136,5
1307,3,51,83,0.4602,10000,4132,52.5,0.4602,5
1308,3,51,83,0.4602,15000,4132,52.5,0.4242,5
1309,3,51,83,0.4602,20000,4132,52.5,0.3906,5
1310,3,51,83,0.4602,25000,4132,52.5,0.3624,5
1311,3,51,83,0.4602,30000,4132,52.5,0.337,5
1312,3,51,83,0.5344,10000,4132,52.5,0.5344,5
1313,3,51,83,0.5344,15000,4132,52.5,0.498,5
1314,3,51,83,0.5344,20000,4132,52.5,0.4632,5
1315,3,51,83,0.5344,25000,4132,52.5,0.4335,5
1316,3,51,83,0.5344,30000,4132,52.5,0.4063,5
1317,3,51,83,0.6255,10000,4132,52.5,0.6255,5
1318,3,51,83,0.6255,15000,4132,52.5,0.5908,5
1319,3,51,83,0.6255,20000,4132,52.5,0.5567,5
1320,3,51,83,0.6255,25000,4132,52.5,0.5268,5
1321,3,51,83,0.6255,30000,4132,52.5,0.499,5
1322,3,73,5,0.9077,12000,9881,40,0.823,1
1323,3,73,5,0.9077,15000,9881,40,0.8365,1
1324,3,73,5,0.9077,20000,9881,40,0.8525,1
1325,3,73,5,0.9077,25000,9881,40,0.8622,1
1326,3,73,5,0.9077,30000,9881,40,0.869,1
1327,3,73,5,0.9436,12000,9881,40,0.9158,1
1328,3,73,5,0.9436,15000,9881,40,0.9193,1
1329,3,73,5,0.9436,20000,9881,40,0.923,1
1330,3,73,5,0.9436,25000,9881,40,0.9258,1
1331,3,73,5,0.9436,30000,9881,40,0.926,1
1332,8,73,5,0.9077,4000,1735,40,0.8478,1
1333,8,73,5,0.9077,6000,1735,40,0.856,1
1334,8,73,5,0.9077,8000,1735,40,0.8625,1
1335,8,73,5,0.9077,10000,1735,40,0.869,1
1336,8,73,5,0.9077,12000,1735,40,0.874,1
1337,8,73,5,0.9077,15000,1735,40,0.8803,1
1338,8,73,5,0.9077,20000,1735,40,0.8895,1
1339,8,73,5,0.9077,25000,1735,40,0.896,1
1340,8,73,5,0.9077,30000,1735,40,0.9002,1
1341,8,73,5,0.9436,4000,1735,40,0.916,1
1342,8,73,5,0.9436,6000,1735,40,0.9208,1
1343,8,73,5,0.9436,8000,1735,40,0.9258,1
1344,8,73,5,0.9436,10000,1735,40,0.9295,1
1345,8,73,5,0.9436,12000,1735,40,0.9324,1
1346,8,73,5,0.9436,15000,1735,40,0.9365,1
1347,8,73,5,0.9436,20000,1735,40,0.943,1
1348,8,73,5,0.9436,25000,1735,40,0.9462,1
1349,8,73,5,0.9436,30000,1735,40,0.9482,1
1350,3,73,6,0.938,20000,9881,18,0.912,7
1351,3,73,6,0.94,12000,9881,40,0.882,11
1352,3,73,6,0.94,15000,9881,40,0.8886,11
1353,3,73,6,0.94,20000,9881,40,0.898,11
1354,3,73,6,0.94,25000,9881,40,0.906,11
1355,3,73,6,0.94,30000,9881,40,0.913,11
1356,3,73,6,0.97,12000,9881,40,0.9348,11
1357,3,73,6,0.97,15000,9881,40,0.9406,11
1358,3,73,6,0.97,20000,9881,40,0.9453,11
1359,3,73,6,0.97,25000,9881,40,0.9503,11
1360,3,73,6,0.97,30000,9881,40,0.9543,11
1361,8,73,6,0.94,4000,1735,40,0.8765,11
1362,8,73,6,0.94,6000,1735,40,0.8815,11
1363,8,73,6,0.94,8000,1735,40,0.8862,11
1364,8,73,6,0.94,10000,1735,40,0.8905,11
1365,8,73,6,0.94,12000,1735,40,0.8943,11
1366,8,73,6,0.94,15000,1735,40,0.9,11
1367,8,73,6,0.94,20000,1735,40,0.9088,11
1368,8,73,6,0.94,25000,1735,40,0.9162,11
1369,8,73,6,0.94,30000,1735,40,0.922,11
1370,8,73,6,0.97,4000,1735,40,0.9342,11
1371,8,73,6,0.97,6000,1735,40,0.939,11
1372,8,73,6,0.97,8000,1735,40,0.9428,11
1373,8,73,6,0.97,10000,1735,40,0.9462,11
1374,8,73,6,0.97,12000,1735,40,0.949,11
1375,8,73,6,0.97,15000,1735,40,0.954,11
1376,8,73,6,0.97,20000,1735,40,0.9602,11
1377,8,73,6,0.97,25000,1735,40,0.966,11
1378,8,73,6,0.97,30000,1735,40,0.9702,11
1379,9,73,6,0.938,7000,1793,18,0.914,7
1380,9,73,6,0.937,4000,1793,40,0.877,7
1381,9,73,6,0.938,6000,1793,40,0.8933,7
1382,9,73,6,0.938,8000,1793,40,0.8908,7
1383,9,73,6,0.938,10000,1793,40,0.902,7
1384,3,73,44,0.165,30000,9881,15.5,0.16,7
1385,3,73,44,0.309,30000,9881,15.5,0.289,7
1386,3,73,44,0.434,30000,9881,15.5,0.414,7
1387,3,73,44,0.544,30000,9881,15.5,0.532,7
1388,3,73,44,0.642,30000,9881,15.5,0.635,7
1389,3,73,44,0.807,30000,9881,15.5,0.8,7
1390,3,73,44,0.941,30000,9881,15.5,0.96,7
1391,3,74,5,0.9445,12000,10206,40,0.8918,1
1392,3,74,5,0.9445,15000,10206,40,0.899,1
1393,3,74,5,0.9445,20000,10206,40,0.9103,1
1394,3,74,5,0.9445,25000,10206,40,0.9198,1
1395,3,74,5,0.9445,30000,10206,40,0.9264,1
1396,8,74,5,0.9445,4000,1809,40,0.885,1
1397,8,74,5,0.9445,6000,1809,40,0.895,1
1398,8,74,5,0.9445,8000,1809,40,0.9038,1
1399,8,74,5,0.9445,10000,1809,40,0.9105,1
1400,8,74,5,0.9445,12000,1809,40,0.9178,1
1401,8,74,5,0.9445,15000,1809,40,0.9258,1
1402,8,74,5,0.9445,20000,1809,40,0.9375,1
1403,8,74,5,0.9445,25000,1809,40,0.9463,1
1404,8,74,5,0.9445,30000,1809,40,0.953,1
1405,3,74,6,0.9387,15000,10206,40,0.88,6
1406,3,74,6,0.9387,20000,10206,40,0.891,6
1407,3,74,6,0.9387,30000,10206,40,0.908,6
1408,3,74,6,0.9387,35000,10206,40,0.911,6
1409,3,74,6,0.9387,12000,10206,40,0.8558,11
1410,3,74,6,0.9387,15000,10206,40,0.8782,11
1411,3,74,6,0.9387,20000,10206,40,0.8975,11
1412,3,74,6,0.9387,25000,10206,40,0.9093,11
1413,3,74,6,0.9387,30000,10206,40,0.9178,11
1414,3,74,6,0.97,12000,10206,40,0.9153,11
1415,3,74,6,0.97,15000,10206,40,0.929,11
1416,3,74,6,0.97,20000,10206,40,0.9432,11
1417,3,74,6,0.97,25000,10206,40,0.9522,11
1418,3,74,6,0.97,30000,10206,40,0.958,11
1419,8,74,6,0.9387,4000,1809,40,0.856,11
1420,8,74,6,0.9387,6000,1809,40,0.8712,11
1421,8,74,6,0.9387,8000,1809,40,0.8823,11
1422,8,74,6,0.9387,10000,1809,40,0.891,11
1423,8,74,6,0.9387,12000,1809,40,0.8987,11
1424,8,74,6,0.9387,15000,1809,40,0.9081,11
1425,8,74,6,0.9387,20000,1809,40,0.9212,11
1426,8,74,6,0.9387,25000,1809,40,0.9328,11
1427,8,74,6,0.9387,30000,1809,40,0.9428,11
1428,8,74,6,0.97,4000,1809,40,0.8865,11
1429,8,74,6,0.97,6000,1809,40,0.906,11
1430,8,74,6,0.97,8000,1809,40,0.9178,11
1431,8,74,6,0.97,10000,1809,40,0.9272,11
1432,8,74,6,0.97,12000,1809,40,0.935,11
1433,8,74,6,0.97,15000,1809,40,0.9443,11
1434,8,74,6,0.97,20000,1809,40,0.9568,11
1435,8,74,6,0.97,25000,1809,40,0.9668,11
1436,8,74,6,0.97,30000,1809,40,0.9756,11
1437,3,74,42,0.785,30000,10206,18,0.764,7
1438,3,74,42,0.8,15000,10206,52.5,0.742,7
1439,3,74,42,0.8,20000,10206,52.5,0.772,7
1440,8,74,42,0.8,10000,1809,52.5,0.726,7
1441,9,74,42,0.785,5000,1872,18,0.764,7
1442,3,74,44,0.438,30000,10206,15.5,0.444,7
1443,3,74,44,0.645,30000,10206,15.5,0.655,7
1444,3,74,44,0.809,30000,10206,15.5,0.825,7
1445,3,74,44,0.942,30000,10206,15.5,0.965,7
1446,3,78,28,0.449,30000,11564,15.5,0.345,7
1447,3,78,28,0.703,30000,11564,15.5,0.58,7
1448,3,78,28,0.836,30000,11564,15.5,0.775,7
1449,3,78,28,0.935,30000,11564,15.5,0.884,7
1450,3,79,25,0.766,28500,11919,17.3,0.683,7
1451,3,79,29,0.206,30000,11919,15.5,0.152,7
1452,3,79,29,0.402,30000,11919,15.5,0.324,7
1453,3,79,29,0.601,30000,11919,15.5,0.505,7
1454,3,79,29,0.799,30000,11919,15.5,0.73,7
1455,3,79,29,0.025,28200,11919,17.3,0.016,7
1456,3,79,29,0.2,16800,11919,17.3,0.147,7
1457,3,79,29,0.2,19800,11919,17.3,0.145,7
1458,3,79,29,0.2,22500,11919,17.3,0.147,7
1459,3,79,29,0.2,28200,11919,17.3,0.146,7
1460,3,79,29,0.2,33900,11919,17.3,0.14,7
1461,3,79,29,0.238,28500,11919,17.3,0.174,7
1462,3,79,29,0.4,28200,11919,17.3,0.31,5
1463,3,79,29,0.527,28500,11919,17.3,0.433,5
1464,3,79,29,0.6,16800,11919,17.3,0.498,7
1465,3,79,29,0.6,19800,11919,17.3,0.5,7
1466,3,79,29,0.6,22500,11919,17.3,0.514,7
1467,3,79,29,0.6,28200,11919,17.3,0.51,7
1468,3,79,29,0.6,33900,11919,17.3,0.502,7
1469,3,79,29,0.8,28200,11919,17.3,0.737,5
1470,3,79,29,0.201,25000,11919,18,0.149,7
1471,3,79,29,0.401,25000,11919,18,0.314,7
1472,3,79,29,0.604,25000,11919,18,0.513,7
1473,3,79,29,0.801,25000,11919,18,0.741,7
1474,3,79,29,0.201,16000,11919,40,0.147,5
1475,3,79,29,0.201,20000,11919,40,0.153,5
1476,3,79,29,0.201,25000,11919,40,0.155,5
1477,3,79,29,0.3,13000,11919,40,0.2319,5
1478,3,79,29,0.3,15700,11919,40,0.2278,5
1479,3,79,29,0.3,20900,11919,40,0.2365,5
1480,3,79,29,0.3,26100,11919,40,0.2402,5
1481,3,79,29,0.3,31300,11919,40,0.2413,5
1482,3,79,29,0.3,36300,11919,40,0.2381,5
1483,3,79,29,0.3,39500,11919,40,0.2377,5
1484,3,79,29,0.401,16000,11919,40,0.323,5
1485,3,79,29,0.401,20000,11919,40,0.334,5
1486,3,79,29,0.401,25000,11919,40,0.338,5
1487,3,79,29,0.508,13000,11919,40,0.4174,5
1488,3,79,29,0.508,15700,11919,40,0.4142,5
1489,3,79,29,0.508,20900,11919,40,0.4285,5
1490,3,79,29,0.508,26100,11919,40,0.4348,5
1491,3,79,29,0.508,31300,11919,40,0.4337,5
1492,3,79,29,0.508,36300,11919,40,0.4282,5
1493,3,79,29,0.508,39500,11919,40,0.4279,5
1494,3,79,29,0.604,16000,11919,40,0.518,5
1495,3,79,29,0.604,20000,11919,40,0.53,5
1496,3,79,29,0.604,25000,11919,40,0.537,5
1497,3,79,29,0.802,16000,11919,40,0.751,5
1498,3,79,29,0.802,20000,11919,40,0.761,5
1499,3,79,29,0.802,25000,11919,40,0.762,5
1500,3,79,29,0.2012,15000,11919,52.5,0.145,4
1501,3,79,29,0.2012,20000,11919,52.5,0.158,4
1502,3,79,29,0.2012,25000,11919,52.5,0.154,4
1503,3,79,29,0.2012,30000,11919,52.5,0.157,4
1504,3,79,29,0.2012,39500,11919,52.5,0.164,4
1505,3,79,29,0.2012,48500,11919,52.5,0.152,4
1506,3,79,29,0.401,15000,11919,52.5,0.313,4
1507,3,79,29,0.401,20000,11919,52.5,0.333,4
1508,3,79,29,0.401,25000,11919,52.5,0.331,4
1509,3,79,29,0.401,30000,11919,52.5,0.331,4
1510,3,79,29,0.401,40000,11919,52.5,0.326,4
1511,3,79,29,0.401,48500,11919,52.5,0.35,4
1512,3,79,29,0.6036,15000,11919,52.5,0.511,4
1513,3,79,29,0.6036,20000,11919,52.5,0.531,4
1514,3,79,29,0.6036,25000,11919,52.5,0.529,4
1515,3,79,29,0.6036,30000,11919,52.5,0.533,4
1516,3,79,29,0.6036,40000,11919,52.5,0.552,4
1517,3,79,29,0.6036,48500,11919,52.5,0.521,4
1518,3,79,29,0.8015,20000,11919,52.5,0.752,4
1519,3,79,29,0.8015,25000,11919,52.5,0.745,4
1520,3,79,29,0.8015,30000,11919,52.5,0.754,4
1521,3,79,29,0.8015,40000,11919,52.5,0.758,4
1522,3,79,29,0.8015,48500,11919,52.5,0.751,4
1523,4,79,29,0.2012,20000,13734,25.2,0.162,4
1524,4,79,29,0.2012,30000,13734,52.5,0.168,4
1525,4,79,29,0.2012,40000,13734,52.5,0.172,4
1526,4,79,29,0.2012,48500,13734,52.5,0.167,4
1527,4,79,29,0.401,20000,13734,52.5,0.341,4
1528,4,79,29,0.401,30000,13734,52.5,0.355,4
1529,4,79,29,0.401,40000,13734,52.5,0.358,4
1530,4,79,29,0.401,48500,13734,52.5,0.35,4
1531,4,79,29,0.6036,20000,13734,52.5,0.542,4
1532,4,79,29,0.6036,30000,13734,52.5,0.549,4
1533,4,79,29,0.6036,40000,13734,52.5,0.541,4
1534,4,79,29,0.6036,48500,13734,52.5,0.545,4
1535,4,79,29,0.8015,20000,13734,52.5,0.766,4
1536,4,79,29,0.8015,30000,13734,52.5,0.775,4
1537,4,79,29,0.8015,40000,13734,52.5,0.749,4
1538,4,79,29,0.8015,48500,13734,52.5,0.76,4
1539,8,79,29,0.201,12000,2206,40,0.147,5
1540,8,79,29,0.201,14000,2206,40,0.143,5
1541,8,79,29,0.3,5200,2206,40,0.2317,5
1542,8,79,29,0.3,10400,2206,40,0.2317,5
1543,8,79,29,0.3,15700,2206,40,0.2186,5
1544,8,79,29,0.3,26100,2206,40,0.1886,5
1545,8,79,29,0.3,31500,2206,40,0.1773,5
1546,8,79,29,0.3,36600,2206,40,0.1717,5
1547,8,79,29,0.3,39700,2206,40,0.1689,5
1548,8,79,29,0.401,12000,2206,40,0.316,5
1549,8,79,29,0.401,12000,2206,40,0.322,5
1550,8,79,29,0.401,14000,2206,40,0.314,5
1551,8,79,29,0.508,5200,2206,40,0.4259,5
1552,8,79,29,0.508,10400,2206,40,0.4203,5
1553,8,79,29,0.508,15700,2206,40,0.4034,5
1554,8,79,29,0.508,20800,2206,40,0.3865,5
1555,8,79,29,0.508,26100,2206,40,0.3668,5
1556,8,79,29,0.508,31500,2206,40,0.3499,5
1557,8,79,29,0.508,36600,2206,40,0.3405,5
1558,8,79,29,0.508,39700,2206,40,0.3349,5
1559,8,79,29,0.604,14000,2206,40,0.511,1
1560,8,79,29,0.604,10000,2206,40,0.523,5
1561,8,79,29,0.604,12000,2206,40,0.514,5
1562,8,79,29,0.802,10000,2206,40,0.756,5
1563,8,79,29,0.802,12000,2206,40,0.745,5
1564,8,79,29,0.802,14000,2206,40,0.742,5
1565,8,79,29,0.2012,5000,2206,52.5,0.157,4
1566,8,79,29,0.2012,10000,2206,52.5,0.154,4
1567,8,79,29,0.2012,20000,2206,52.5,0.14,4
1568,8,79,29,0.2012,30000,2206,52.5,0.122,4
1569,8,79,29,0.2012,40000,2206,52.5,0.11,4
1570,8,79,29,0.401,5000,2206,52.5,0.334,4
1571,8,79,29,0.401,10000,2206,52.5,0.332,4
1572,8,79,29,0.401,20000,2206,52.5,0.304,4
1573,8,79,29,0.401,30000,2206,52.5,0.275,4
1574,8,79,29,0.401,40000,2206,52.5,0.253,4
1575,8,79,29,0.6036,5000,2206,52.5,0.533,4
1576,8,79,29,0.6036,10000,2206,52.5,0.531,4
1577,8,79,29,0.6036,20000,2206,52.5,0.5,4
1578,8,79,29,0.6036,30000,2206,52.5,0.462,4
1579,8,79,29,0.6036,40000,2206,52.5,0.428,4
1580,8,79,29,0.8015,5000,2206,52.5,0.765,4
1581,8,79,29,0.8015,10000,2206,52.5,0.749,4
1582,8,79,29,0.8015,20000,2206,52.5,0.728,4
1583,8,79,29,0.8015,30000,2206,52.5,0.704,4
1584,8,79,29,0.8015,40000,2206,52.5,0.675,4
1585,8,79,29,0.3,20800,2206,40,0.2054,5
1586,3,79,31,0.739,28500,11919,17.3,0.718,6
1587,3,79,31,0.739,28500,11919,17.3,0.718,7
1588,8,79,46,0.641,5200,2206,40,0.5786,5
1589,8,79,46,0.641,10300,2206,40,0.5936,5
1590,8,79,46,0.641,15500,2206,40,0.6005,5
1591,8,79,46,0.641,20700,2206,40,0.6033,5
1592,8,79,46,0.641,25800,2206,40,0.5962,5
1593,8,79,46,0.641,31000,2206,40,0.5928,5
1594,8,79,46,0.641,36200,2206,40,0.5883,5
1595,3,79,47,0.199,30000,11919,15.5,0.186,6
1596,3,79,47,0.199,30000,11919,15.5,0.186,7
1597,3,79,47,0.405,30000,11919,15.5,0.399,6
1598,3,79,47,0.405,30000,11919,15.5,0.399,7
1599,3,79,47,0.594,30000,11919,15.5,0.593,6
1600,3,79,47,0.594,30000,11919,15.5,0.593,7
1601,3,79,47,0.804,30000,11919,15.5,0.78,6
1602,3,79,47,0.804,30000,11919,15.5,0.78,7
1603,3,79,47,0.5,19400,11919,17.3,0.45,7
1604,3,79,47,0.5,30000,11919,17.3,0.47,7
1605,3,79,47,0.224,20000,11919,18,0.199,7
1606,3,79,47,0.4,20000,11919,18,0.359,7
1607,3,79,47,0.601,20000,11919,18,0.559,7
1608,3,79,47,0.8,20000,11919,18,0.767,7
1609,3,79,47,0.2243,15000,11919,40,0.2081,8
1610,3,79,47,0.2243,20000,11919,40,0.2072,8
1611,3,79,47,0.2243,25000,11919,40,0.2101,8
1612,3,79,47,0.2243,30000,11919,40,0.2092,8
1613,3,79,47,0.4003,15000,11919,40,0.3658,8
1614,3,79,47,0.4003,20000,11919,40,0.3755,8
1615,3,79,47,0.4003,25000,11919,40,0.3759,8
1616,3,79,47,0.4003,30000,11919,40,0.3791,8
1617,3,79,47,0.6005,15000,11919,40,0.5859,8
1618,3,79,47,0.6005,20000,11919,40,0.58,8
1619,3,79,47,0.6005,25000,11919,40,0.5808,8
1620,3,79,47,0.6005,30000,11919,40,0.5806,8
1621,3,79,47,0.8005,15000,11919,40,0.8251,8
1622,3,79,47,0.8005,20000,11919,40,0.7989,8
1623,3,79,47,0.8005,25000,11919,40,0.7939,8
1624,3,79,47,0.8005,30000,11919,40,0.7942,8
1625,3,79,47,0.2243,15000,11919,52.5,0.203,4
1626,3,79,47,0.2243,20000,11919,52.5,0.203,4
1627,3,79,47,0.2243,30000,11919,52.5,0.211,4
1628,3,79,47,0.2243,40000,11919,52.5,0.216,4
1629,3,79,47,0.2243,48500,11919,52.5,0.214,4
1630,3,79,47,0.4003,15000,11919,52.5,0.368,4
1631,3,79,47,0.4003,20000,11919,52.5,0.366,4
1632,3,79,47,0.4003,30000,11919,52.5,0.376,4
1633,3,79,47,0.4003,40000,11919,52.5,0.384,4
1634,3,79,47,0.4003,48500,11919,52.5,0.385,4
1635,3,79,47,0.6005,15000,11919,52.5,0.566,4
1636,3,79,47,0.6005,20000,11919,52.5,0.573,4
1637,3,79,47,0.6005,30000,11919,52.5,0.58,4
1638,3,79,47,0.6005,40000,11919,52.5,0.584,4
1639,3,79,47,0.6005,48500,11919,52.5,0.584,4
1640,3,79,47,0.8005,15000,11919,52.5,0.789,4
1641,3,79,47,0.8005,20000,11919,52.5,0.783,4
1642,3,79,47,0.8005,30000,11919,52.5,0.783,4
1643,3,79,47,0.8005,40000,11919,52.5,0.79,4
1644,3,79,47,0.8005,48500,11919,52.5,0.788,4
1645,8,79,47,0.2243,10000,2206,40,0.2028,8
1646,8,79,47,0.2243,15000,2206,40,0.2,8
1647,8,79,47,0.2243,20000,2206,40,0.1964,8
1648,8,79,47,0.2243,25000,2206,40,0.1921,8
1649,8,79,47,0.2243,30000,2206,40,0.1885,8
1650,8,79,47,0.4003,10000,2206,40,0.368,8
1651,8,79,47,0.4003,15000,2206,40,0.366,8
1652,8,79,47,0.4003,20000,2206,40,0.3602,8
1653,8,79,47,0.4003,25000,2206,40,0.3541,8
1654,8,79,47,0.4003,30000,2206,40,0.3492,8
1655,8,79,47,0.6005,10000,2206,40,0.577,8
1656,8,79,47,0.6005,15000,2206,40,0.5676,8
1657,8,79,47,0.6005,20000,2206,40,0.5626,8
1658,8,79,47,0.6005,25000,2206,40,0.5528,8
1659,8,79,47,0.6005,30000,2206,40,0.5497,8
1660,8,79,47,0.8005,10000,2206,40,0.7963,8
1661,8,79,47,0.8005,15000,2206,40,0.7873,8
1662,8,79,47,0.8005,20000,2206,40,0.7794,8
1663,8,79,47,0.8005,25000,2206,40,0.7724,8
1664,8,79,47,0.8005,30000,2206,40,0.7711,8
1665,8,79,47,0.2243,5000,2206,52.5,0.198,4
1666,8,79,47,0.2243,10000,2206,52.5,0.201,4
1667,8,79,47,0.2243,20000,2206,52.5,0.197,4
1668,8,79,47,0.2243,30000,2206,52.5,0.192,4
1669,8,79,47,0.2243,40000,2206,52.5,0.185,4
1670,8,79,47,0.2243,48500,2206,52.5,0.181,4
1671,8,79,47,0.4003,5000,2206,52.5,0.365,4
1672,8,79,47,0.4003,10000,2206,52.5,0.362,4
1673,8,79,47,0.4003,20000,2206,52.5,0.364,4
1674,8,79,47,0.4003,30000,2206,52.5,0.351,4
1675,8,79,47,0.4003,40000,2206,52.5,0.344,4
1676,8,79,47,0.4003,48500,2206,52.5,0.337,4
1677,8,79,47,0.6005,5000,2206,52.5,0.566,4
1678,8,79,47,0.6005,10000,2206,52.5,0.559,4
1679,8,79,47,0.6005,20000,2206,52.5,0.551,4
1680,8,79,47,0.6005,30000,2206,52.5,0.547,4
1681,8,79,47,0.6005,40000,2206,52.5,0.541,4
